recipe_id;name;category;cuisine;cooking_method;difficulty;prep_time_minutes;cook_time_minutes;total_time_minutes;servings;calories_per_serving;rating;ingredients;instructions;author;date_created;is_vegetarian;is_vegan;is_gluten_free;is_dairy_free;is_full_meal;is_lunch;is_dinner;is_sweet
15;Homestyle French Snack;Snack;French;Sautéing;Easy;22;27;49;7;673;3.2;onion, chicken, beef, vegetables;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Tina Jackson;2024-02-22;False;False;True;True;True;True;True;False
16;Traditional Italian Breakfast;Breakfast;Italian;Steaming;Easy;46;130;176;9;378;4.1;garlic, salt, pepper, fruits, eggs, cereal, bacon, milk, toast;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Deborah Welch;2025-02-05;False;True;True;False;True;True;True;True
17;Traditional Vietnamese Snack;Snack;Vietnamese;Sautéing;Hard;20;179;199;12;313;3.6;pepper, onion, fish, pasta, chicken, beef;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Boil water and cook pasta according to package directions. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Lindsey Hanna;2024-01-26;False;True;True;False;False;False;False;True
18;Homestyle Italian Appetizer;Appetizer;Italian;Raw;Hard;32;148;180;4;518;3.8;oil, dips, bread, nuts, cheese, olives, crackers, potatoes;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Michelle Pennington;2025-08-24;False;False;True;False;False;True;True;False
19;Homestyle Chinese Salad;Salad;Chinese;Slow Cooking;Hard;44;107;151;8;187;3.0;onion, pepper, lettuce;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Charles Sutton;2023-10-28;False;True;True;False;False;True;False;False
20;Vietnamese Breakfast;Breakfast;Vietnamese;Sautéing;Easy;7;30;37;4;563;4.9;garlic, milk, fruits, bacon, cereal;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Stacy Grimes;2025-05-24;False;False;False;False;True;True;False;False
21;Homestyle French Main Course;Main Course;French;Microwaving;Easy;55;168;223;12;476;3.7;pepper, vegetables, rice, chicken, beef, pasta, fish;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Lauren Vazquez;2024-02-23;False;False;False;True;True;True;True;True
22;Classic Thai Appetizer;Appetizer;Thai;Boiling;Easy;26;164;190;11;442;4.9;butter, olives, nuts, dips, crackers, bread, cheese, spinach, tomatoes;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Monica Kim;2024-08-28;False;True;False;True;False;True;True;False
23;Classic American Salad;Salad;American;Boiling;Medium;31;74;105;4;489;3.6;garlic, cheese, nuts, cucumbers, tomatoes, lettuce, dressing, carrots, herbs, spices, lime;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Joshua Morgan;2024-11-10;False;False;True;False;False;True;True;False
24;Traditional Spanish Dessert;Dessert;Spanish;Grilling;Easy;47;122;169;6;200;3.7;pepper, chocolate, eggs, sugar, fruits, flour, cream, carrots, lemon;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Jennifer Brown;2023-10-09;False;True;True;True;False;True;False;True
25;Classic French Main Course;Main Course;French;Baking;Easy;46;72;118;3;773;3.6;garlic, salt, oil, rice, fish, beef, pasta, chicken;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Daniel Daniel;2025-07-18;True;True;True;True;False;True;True;True
26;Authentic Italian Snack;Snack;Italian;Baking;Medium;15;74;89;1;199;3.0;butter, pasta, chicken, rice;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Carrie Jimenez;2025-09-08;True;True;True;True;False;True;False;True
27;Classic Italian Snack;Snack;Italian;Microwaving;Hard;13;86;99;2;396;4.0;salt, oil, onion, fish, vegetables, beef, rice, chicken, pasta, bell peppers, onions;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Cynthia Diaz;2025-06-19;False;False;False;True;True;False;False;True
28;Classic Italian Appetizer;Appetizer;Italian;Grilling;Easy;41;77;118;5;598;4.2;butter, onion, nuts, dips, olives;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Cathy Smith;2023-11-07;False;False;True;True;False;True;True;False
29;Traditional Vietnamese Dinner;Dinner;Vietnamese;Baking;Easy;7;62;69;12;412;4.4;salt, garlic, pasta, vegetables, rice;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Heather Nunez;2024-03-13;False;False;False;False;True;True;True;False
30;Classic Italian Dessert;Dessert;Italian;Sautéing;Medium;55;125;180;3;340;4.4;pepper, oil, fruits, chocolate, sugar, cream;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Susan Rodriguez;2025-05-30;True;True;True;False;True;False;True;True
31;Homestyle Japanese Dessert;Dessert;Japanese;Raw;Hard;16;132;148;1;326;4.3;pepper, sugar, eggs, cream, chocolate, flour, fruits, bell peppers, lime, onions;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Tamara King;2025-05-21;True;True;True;True;False;False;False;True
32;Authentic Middle Eastern Appetizer;Appetizer;Middle Eastern;Grilling;Medium;46;130;176;10;230;3.6;salt, oil, onion, crackers, dips, bread;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Alexander Branch;2023-11-01;False;False;False;False;False;True;True;False
33;Traditional Spanish Beverage;Beverage;Spanish;Sautéing;Hard;11;99;110;8;486;3.4;garlic, oil, pepper;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Richard Gonzales;2024-12-15;False;True;True;False;True;False;True;False
34;Middle Eastern Breakfast;Breakfast;Middle Eastern;Roasting;Medium;13;174;187;11;754;3.3;butter, salt, onion, milk, cereal;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Sandra Smith;2024-01-05;True;False;True;True;True;False;True;False
35;Homestyle Spanish Lunch;Lunch;Spanish;Roasting;Easy;37;117;154;2;600;3.9;butter, pepper, onion, chicken, pasta, vegetables, rice, fish;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Lauren Cook;2024-04-27;True;True;False;False;False;True;False;False
36;Mexican Dessert;Dessert;Mexican;Grilling;Hard;10;70;80;12;441;4.7;onion, sugar, flour, cream;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Scott Fields;2024-12-18;False;True;False;False;True;False;False;True
37;Authentic Middle Eastern Dessert;Dessert;Middle Eastern;Frying;Medium;51;84;135;7;484;4.2;oil, salt, garlic, sugar, cream, fruits;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Caleb Stone;2024-02-14;True;False;False;True;True;True;True;True
38;Classic Chinese Dinner;Dinner;Chinese;Roasting;Easy;28;139;167;3;742;4.7;garlic, onion, salt;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Melinda Williams;2025-09-27;False;False;True;False;False;False;True;True
39;Classic Greek Beverage;Beverage;Greek;Microwaving;Hard;16;15;31;6;749;3.5;butter, soda, coffee, alcohol, water, tea, juice;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Nathaniel Ford;2025-08-12;False;False;False;True;False;True;True;True
40;Authentic Chinese Breakfast;Breakfast;Chinese;Baking;Easy;53;90;143;4;329;3.7;pepper, cereal, toast, bacon, fruits;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Emma Conley;2023-11-07;False;True;True;True;False;True;False;False
41;Traditional Korean Breakfast;Breakfast;Korean;Grilling;Hard;46;41;87;5;454;4.7;onion, garlic, milk, bacon, eggs, cereal, toast, fruits, tomatoes, lemon, spinach;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Terri Frazier;2024-06-09;False;True;True;True;False;False;True;False
42;Authentic Italian Snack;Snack;Italian;Frying;Medium;56;20;76;4;742;3.2;garlic, oil, salt, fish, vegetables;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Carl Rodriguez;2025-02-05;True;True;True;True;True;True;True;True
43;Classic Mexican Snack;Snack;Mexican;Slow Cooking;Easy;33;73;106;2;657;3.3;pepper, garlic, butter, fish, vegetables, chicken;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Alex Downs;2024-11-05;True;True;True;False;True;False;True;False
44;Traditional Korean Salad;Salad;Korean;Microwaving;Easy;38;98;136;8;664;3.5;pepper, oil, nuts, lettuce;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Nancy Hebert;2024-04-16;False;False;False;True;False;True;False;False
45;Korean Soup;Soup;Korean;Sautéing;Hard;44;134;178;7;490;4.1;onion, pepper, butter, vegetables, grains, meat, herbs, beans, broth, spices;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;David Garrett;2025-03-14;False;True;True;True;False;True;True;False
46;Classic Thai Dessert;Dessert;Thai;Sautéing;Easy;6;90;96;4;445;4.4;pepper, butter, sugar, cream, fruits, flour, eggs, chocolate;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Brenda Garcia;2025-05-30;True;False;True;True;False;True;False;True
47;Classic American Soup;Soup;American;Raw;Hard;57;135;192;8;188;5.0;oil, pepper, grains, broth, vegetables, meat, beans, herbs, mushrooms;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Michael Marquez;2024-11-22;True;False;True;True;True;True;True;False
48;Authentic Indian Snack;Snack;Indian;Grilling;Hard;37;24;61;5;276;3.3;onion, garlic, beef, rice, pasta, fish, vegetables, chicken;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Valerie Fields;2025-01-09;True;True;True;False;False;False;False;True
49;Classic Vietnamese Beverage;Beverage;Vietnamese;Roasting;Medium;58;164;222;6;507;4.9;pepper, salt, oil, coffee, juice, water, alcohol, tea, soda, bell peppers, carrots, onions;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Daniel Miller;2024-05-01;True;True;True;False;False;True;False;True
50;Traditional Mexican Salad;Salad;Mexican;Raw;Easy;43;140;183;1;662;4.5;pepper, nuts, dressing, lettuce, cucumbers, tomatoes, cheese, lemon, lime;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Alexander Tyler;2024-03-15;False;False;False;True;True;True;False;False
51;Classic Indian Appetizer;Appetizer;Indian;Raw;Medium;16;124;140;8;270;4.6;oil, salt, garlic, bread, crackers;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Monica Gibson;2023-12-25;True;False;True;True;False;True;True;False
52;Classic Thai Salad;Salad;Thai;Roasting;Hard;58;112;170;8;578;4.2;onion, dressing, nuts, tomatoes, cucumbers, cheese;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Stacey Davis;2025-01-21;False;True;True;False;False;True;True;False
53;Classic Korean Beverage;Beverage;Korean;Raw;Easy;38;19;57;5;164;4.7;salt, juice, tea, water;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Brian Mclaughlin;2025-04-20;False;True;False;False;False;True;True;False
54;Authentic Thai Soup;Soup;Thai;Grilling;Hard;8;35;43;8;175;4.5;pepper, salt, oil, grains;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Charles Thompson;2024-03-07;False;False;True;False;False;True;True;False
55;Classic Indian Salad;Salad;Indian;Frying;Hard;54;154;208;10;164;4.0;butter, pepper, oil, tomatoes, dressing, cucumbers, lettuce, cheese, nuts, lemon, onions, lime;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Alexander White;2024-06-04;False;False;False;False;False;True;False;False
56;Traditional Greek Beverage;Beverage;Greek;Steaming;Easy;22;43;65;5;659;3.4;garlic, butter, alcohol, tea, juice, coffee, water, soda, carrots, onions, lemon;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Charles Ward;2025-04-24;True;True;True;True;False;False;False;True
57;Traditional American Beverage;Beverage;American;Steaming;Easy;19;102;121;10;598;4.3;salt, coffee, juice, soda, tea;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Kristie Williams;2024-01-15;True;True;True;False;False;False;False;False
58;Homestyle Japanese Breakfast;Breakfast;Japanese;Frying;Easy;15;157;172;9;276;4.6;pepper, butter, toast, milk, bacon, eggs, cereal;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Sarah Williams;2024-10-02;True;True;True;True;True;True;False;False
59;Homestyle Italian Breakfast;Breakfast;Italian;Roasting;Easy;57;38;95;11;260;4.5;pepper, salt, cereal, toast, milk, fruits;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Kevin Young;2023-11-16;False;True;False;False;True;True;True;False
60;Chinese Salad;Salad;Chinese;Baking;Easy;5;86;91;5;660;4.1;oil, cucumbers, lettuce, cheese, dressing, nuts, tomatoes;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Amber Durham;2025-01-26;True;True;True;False;False;True;False;False
61;Classic Vietnamese Snack;Snack;Vietnamese;Slow Cooking;Easy;7;117;124;10;596;3.1;butter, onion, garlic;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Robert Shea;2025-02-14;True;False;True;True;True;False;True;True
62;Traditional Indian Appetizer;Appetizer;Indian;Grilling;Hard;6;38;44;11;493;3.7;oil, butter, cheese, olives, bread;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Joseph Medina;2025-07-15;False;True;False;True;False;True;True;False
63;Classic Mediterranean Dinner;Dinner;Mediterranean;Slow Cooking;Hard;8;66;74;3;236;4.1;butter, onion, pasta, chicken, beef, vegetables, fish, rice, potatoes;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Brett Alexander;2024-10-08;True;True;True;True;True;False;True;False
64;Traditional Spanish Beverage;Beverage;Spanish;Grilling;Hard;18;13;31;12;695;3.8;butter, onion, pepper, soda, alcohol, coffee, tea, juice, water, carrots, onions;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Jake Martinez;2025-07-28;True;True;False;False;False;True;False;False
65;Classic Chinese Snack;Snack;Chinese;Steaming;Hard;21;15;36;6;799;4.7;salt, rice, fish, pasta, vegetables, chicken;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Sean Johnson;2025-02-22;True;True;True;True;False;False;False;False
66;Korean Salad;Salad;Korean;Raw;Medium;6;112;118;8;246;4.8;onion, garlic, pepper;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Darin Richards;2023-12-13;True;True;False;True;False;True;False;False
67;Authentic American Appetizer;Appetizer;American;Raw;Easy;49;153;202;3;351;4.5;oil, garlic, crackers, dips, olives, nuts, bread, cheese, potatoes, mushrooms, onions, lime;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Justin Hart;2024-09-06;False;True;True;False;False;True;True;False
68;Traditional Italian Dessert;Dessert;Italian;Steaming;Hard;58;143;201;11;418;4.2;oil, pepper, garlic, flour, cream, eggs, sugar, chocolate, fruits, mushrooms;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Ana Duke;2024-08-21;True;False;False;False;True;True;False;True
69;Authentic Italian Main Course;Main Course;Italian;Frying;Medium;15;97;112;4;417;3.1;salt, pasta, beef, rice;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;John Perez;2024-09-24;False;False;True;True;True;True;True;False
70;Authentic Italian Breakfast;Breakfast;Italian;Raw;Hard;17;46;63;1;523;3.9;garlic, milk, toast, fruits, cereal, eggs;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Keith Delacruz;2024-11-08;False;False;False;False;True;False;False;False
71;Italian Lunch;Lunch;Italian;Frying;Easy;18;128;146;9;333;3.9;butter, onion, pasta, vegetables;Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.;Phillip Velasquez;2024-04-24;True;True;False;True;True;True;True;False
